_DeviceID                                                                                                                                                                                               ,_APID                                 ,_Value                                                                                                                          ,_CreatedDate           ,_CreatedBy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,_ModifiedDate          ,_ModifiedBy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
E0191605-2FC1-4FBF-BBA2-AF706FDFC7F7                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E0191605-2FC1-4FBF-BBA2-AF706FDFC7F7                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E092E5FE-2E9A-4003-B434-A8776BD0E691                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E092E5FE-2E9A-4003-B434-A8776BD0E691                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E092E5FE-2E9A-4003-B434-A8776BD0E691                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E5C2A661-6EBD-4908-8247-926B9C17D7B8                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E5C2A661-6EBD-4908-8247-926B9C17D7B8                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E5C2A661-6EBD-4908-8247-926B9C17D7B8                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E7350C45-4CC6-46A0-B065-CCF393720128                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E7350C45-4CC6-46A0-B065-CCF393720128                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E7350C45-4CC6-46A0-B065-CCF393720128                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E78E5C3A-7D58-4C0B-897D-BA6EDB8ABC65                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E78E5C3A-7D58-4C0B-897D-BA6EDB8ABC65                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
E78E5C3A-7D58-4C0B-897D-BA6EDB8ABC65                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ECB62130-553C-483B-B105-26CB69987583                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ECB62130-553C-483B-B105-26CB69987583                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ECB62130-553C-483B-B105-26CB69987583                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:12:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
EFAEF83E-F485-4766-B28A-8255C4C3285E                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
EFAEF83E-F485-4766-B28A-8255C4C3285E                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
EFAEF83E-F485-4766-B28A-8255C4C3285E                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
F629DABB-442E-4DDD-8C18-725A20CB4929                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:11:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
